country,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Djibouti,2020-06-09,forecast,0.9,0.4,1.4,0.7,1.1,0.64
Djibouti,2020-06-10,forecast,0.9,0.3,1.4,0.6,1.1,0.65
Djibouti,2020-06-11,forecast,0.9,0.3,1.4,0.7,1.1,0.64
Dominican Republic,2020-03-14,nowcast,1.8,1.4,2.4,1.6,2,0
Dominican Republic,2020-03-15,nowcast,1.8,1.4,2.3,1.6,1.9,0
Dominican Republic,2020-03-16,nowcast,1.8,1.4,2.2,1.6,1.9,0
Dominican Republic,2020-03-17,nowcast,1.7,1.3,2.1,1.5,1.8,0
Dominican Republic,2020-03-18,nowcast,1.6,1.3,2,1.5,1.8,0
Dominican Republic,2020-03-19,nowcast,1.6,1.3,1.9,1.4,1.7,0
Dominican Republic,2020-03-20,nowcast,1.5,1.2,1.8,1.4,1.6,0
Dominican Republic,2020-03-21,nowcast,1.4,1.2,1.7,1.3,1.5,0
Dominican Republic,2020-03-22,nowcast,1.4,1.1,1.6,1.3,1.5,0
Dominican Republic,2020-03-23,nowcast,1.3,1.1,1.6,1.3,1.4,0
Dominican Republic,2020-03-24,nowcast,1.3,1.1,1.5,1.2,1.4,0
Dominican Republic,2020-03-25,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
Dominican Republic,2020-03-26,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Dominican Republic,2020-03-27,nowcast,1.2,1.1,1.4,1.1,1.3,0.02
Dominican Republic,2020-03-28,nowcast,1.2,1,1.3,1.1,1.3,0.02
Dominican Republic,2020-03-29,nowcast,1.2,1,1.3,1.1,1.2,0.03
Dominican Republic,2020-03-30,nowcast,1.2,1,1.3,1.1,1.2,0.03
Dominican Republic,2020-03-31,nowcast,1.2,1,1.3,1.1,1.2,0.03
Dominican Republic,2020-04-01,nowcast,1.2,1,1.3,1.1,1.2,0.02
Dominican Republic,2020-04-02,nowcast,1.2,1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-03,nowcast,1.2,1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-04,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-05,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-06,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-07,nowcast,1.2,1.1,1.3,1.1,1.2,0.01
Dominican Republic,2020-04-08,nowcast,1.1,1,1.3,1.1,1.2,0.02
Dominican Republic,2020-04-09,nowcast,1.1,1,1.2,1.1,1.2,0.03
Dominican Republic,2020-04-10,nowcast,1.1,1,1.2,1.1,1.2,0.05
Dominican Republic,2020-04-11,nowcast,1.1,1,1.2,1.1,1.2,0.05
Dominican Republic,2020-04-12,nowcast,1.1,1,1.2,1.1,1.1,0.07
Dominican Republic,2020-04-13,nowcast,1.1,1,1.2,1.1,1.1,0.08
Dominican Republic,2020-04-14,nowcast,1.1,1,1.2,1,1.1,0.12
Dominican Republic,2020-04-15,nowcast,1.1,1,1.1,1,1.1,0.18
Dominican Republic,2020-04-16,nowcast,1,0.9,1.1,1,1.1,0.29
Dominican Republic,2020-04-17,nowcast,1,0.9,1.1,1,1.1,0.39
Dominican Republic,2020-04-18,nowcast,1,0.9,1.1,1,1,0.46
Dominican Republic,2020-04-19,nowcast,1,0.9,1.1,1,1,0.47
Dominican Republic,2020-04-20,nowcast,1,0.9,1.1,1,1,0.43
Dominican Republic,2020-04-21,nowcast,1,0.9,1.1,1,1,0.34
Dominican Republic,2020-04-22,nowcast,1,0.9,1.1,1,1.1,0.23
Dominican Republic,2020-04-23,nowcast,1.1,1,1.2,1,1.1,0.12
Dominican Republic,2020-04-24,nowcast,1.1,1,1.2,1,1.1,0.04
Dominican Republic,2020-04-25,nowcast,1.1,1,1.2,1.1,1.2,0.02
Dominican Republic,2020-04-26,nowcast,1.1,1,1.2,1.1,1.2,0.01
Dominican Republic,2020-04-27,nowcast,1.1,1.1,1.2,1.1,1.2,0.01
Dominican Republic,2020-04-28,nowcast,1.1,1,1.2,1.1,1.2,0.01
Dominican Republic,2020-04-29,nowcast,1.1,1,1.2,1.1,1.2,0.02
Dominican Republic,2020-04-30,nowcast,1.1,1,1.2,1.1,1.1,0.04
Dominican Republic,2020-05-01,nowcast,1.1,1,1.2,1.1,1.1,0.07
Dominican Republic,2020-05-02,nowcast,1.1,1,1.2,1,1.1,0.1
Dominican Republic,2020-05-03,nowcast,1.1,1,1.1,1,1.1,0.11
Dominican Republic,2020-05-04,nowcast,1.1,1,1.1,1,1.1,0.14
Dominican Republic,2020-05-05,nowcast,1,1,1.1,1,1.1,0.17
Dominican Republic,2020-05-06,nowcast,1,1,1.1,1,1.1,0.23
Dominican Republic,2020-05-07,nowcast,1,0.9,1.1,1,1.1,0.33
Dominican Republic,2020-05-08,nowcast,1,0.9,1.1,1,1,0.42
Dominican Republic,2020-05-09,nowcast,1,0.9,1.1,1,1,0.54
Dominican Republic,2020-05-10,nowcast,1,0.9,1.1,1,1,0.58
Dominican Republic,2020-05-11,nowcast,1,0.9,1.1,1,1,0.53
Dominican Republic,2020-05-12,nowcast,1,0.9,1.1,1,1,0.45
Dominican Republic,2020-05-13,nowcast,1,0.9,1.1,1,1,0.33
Dominican Republic,2020-05-14,nowcast,1,1,1.1,1,1,0.26
Dominican Republic,2020-05-15,nowcast,1,1,1.1,1,1.1,0.22
Dominican Republic,2020-05-16,nowcast,1,1,1.1,1,1.1,0.22
Dominican Republic,2020-05-17,nowcast,1,1,1.1,1,1,0.28
Dominican Republic,2020-05-18,nowcast,1,0.9,1.1,1,1,0.3
Dominican Republic,2020-05-19,nowcast,1,0.9,1.1,1,1,0.3
Dominican Republic,2020-05-20,nowcast,1,1,1.1,1,1,0.25
Dominican Republic,2020-05-21,nowcast,1,1,1.1,1,1.1,0.19
Dominican Republic,2020-05-22,nowcast,1,1,1.1,1,1.1,0.14
Dominican Republic,2020-05-23,nowcast,1,1,1.1,1,1.1,0.13
Dominican Republic,2020-05-24,nowcast,1,1,1.1,1,1.1,0.13
Dominican Republic,2020-05-25,nowcast,1,1,1.1,1,1.1,0.16
Dominican Republic,2020-05-26,nowcast,1,1,1.1,1,1.1,0.21
Dominican Republic,2020-05-27,nowcast,1,0.9,1.1,1,1.1,0.25
Dominican Republic,2020-05-28,nowcast,1,0.9,1.1,1,1.1,0.26
Dominican Republic,2020-05-29,forecast,1,0.9,1.1,1,1.1,0.29
Dominican Republic,2020-05-30,forecast,1,0.9,1.1,1,1.1,0.3
Dominican Republic,2020-05-31,forecast,1,0.9,1.1,1,1.1,0.31
Dominican Republic,2020-06-01,forecast,1,0.9,1.1,1,1.1,0.31
Dominican Republic,2020-06-02,forecast,1,0.9,1.2,1,1.1,0.32
Dominican Republic,2020-06-03,forecast,1,0.9,1.1,1,1.1,0.33
Dominican Republic,2020-06-04,forecast,1,0.9,1.2,1,1.1,0.34
Dominican Republic,2020-06-05,forecast,1,0.9,1.2,1,1.1,0.34
Dominican Republic,2020-06-06,forecast,1,0.9,1.2,1,1.1,0.35
Dominican Republic,2020-06-07,forecast,1,0.9,1.2,1,1.1,0.34
Dominican Republic,2020-06-08,forecast,1,0.9,1.2,1,1.1,0.35
Dominican Republic,2020-06-09,forecast,1,0.9,1.2,1,1.1,0.34
Dominican Republic,2020-06-10,forecast,1,0.9,1.2,1,1.1,0.34
Dominican Republic,2020-06-11,forecast,1,0.9,1.2,1,1.1,0.36
Ecuador,2020-03-02,nowcast,1.9,1.2,2.8,1.6,2.1,0.01
Ecuador,2020-03-03,nowcast,1.9,1.3,2.7,1.5,2.1,0
Ecuador,2020-03-04,nowcast,1.9,1.3,2.6,1.6,2.1,0
Ecuador,2020-03-05,nowcast,1.9,1.3,2.6,1.6,2.1,0
Ecuador,2020-03-06,nowcast,1.9,1.4,2.5,1.6,2.1,0
Ecuador,2020-03-07,nowcast,1.9,1.4,2.5,1.7,2.1,0
Ecuador,2020-03-08,nowcast,1.9,1.4,2.5,1.6,2,0
Ecuador,2020-03-09,nowcast,1.9,1.4,2.4,1.6,2,0
Ecuador,2020-03-10,nowcast,1.8,1.4,2.4,1.6,2,0
Ecuador,2020-03-11,nowcast,1.8,1.4,2.3,1.6,1.9,0
Ecuador,2020-03-12,nowcast,1.8,1.4,2.2,1.6,1.9,0
Ecuador,2020-03-13,nowcast,1.7,1.4,2.2,1.5,1.8,0
Ecuador,2020-03-14,nowcast,1.7,1.4,2.1,1.5,1.8,0
Ecuador,2020-03-15,nowcast,1.6,1.3,2,1.5,1.7,0
Ecuador,2020-03-16,nowcast,1.6,1.3,1.9,1.4,1.6,0
Ecuador,2020-03-17,nowcast,1.5,1.2,1.8,1.4,1.6,0
Ecuador,2020-03-18,nowcast,1.4,1.2,1.7,1.3,1.5,0
Ecuador,2020-03-19,nowcast,1.4,1.2,1.6,1.3,1.4,0
Ecuador,2020-03-20,nowcast,1.3,1.1,1.5,1.2,1.4,0
Ecuador,2020-03-21,nowcast,1.3,1.1,1.5,1.2,1.4,0
Ecuador,2020-03-22,nowcast,1.3,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-23,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-24,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-25,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-26,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-27,nowcast,1.3,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-28,nowcast,1.3,1.2,1.4,1.2,1.3,0
Ecuador,2020-03-29,nowcast,1.3,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-30,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-03-31,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-04-01,nowcast,1.2,1.1,1.3,1.2,1.3,0
Ecuador,2020-04-02,nowcast,1.2,1.1,1.3,1.2,1.3,0
Ecuador,2020-04-03,nowcast,1.2,1.2,1.4,1.2,1.3,0
Ecuador,2020-04-04,nowcast,1.3,1.2,1.4,1.2,1.3,0
Ecuador,2020-04-05,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-04-06,nowcast,1.2,1.1,1.3,1.2,1.3,0
Ecuador,2020-04-07,nowcast,1.2,1.1,1.3,1.1,1.2,0
Ecuador,2020-04-08,nowcast,1.1,1,1.2,1.1,1.2,0.04
Ecuador,2020-04-09,nowcast,1.1,1,1.2,1.1,1.2,0.12
Ecuador,2020-04-10,nowcast,1.1,1,1.2,1.1,1.2,0.12
Ecuador,2020-04-11,nowcast,1.2,1,1.3,1.1,1.2,0.02
Ecuador,2020-04-12,nowcast,1.2,1.1,1.4,1.2,1.3,0
Ecuador,2020-04-13,nowcast,1.3,1.2,1.4,1.3,1.4,0
Ecuador,2020-04-14,nowcast,1.4,1.3,1.5,1.3,1.4,0
Ecuador,2020-04-15,nowcast,1.4,1.3,1.6,1.4,1.5,0
Ecuador,2020-04-16,nowcast,1.4,1.3,1.6,1.4,1.5,0
Ecuador,2020-04-17,nowcast,1.4,1.3,1.6,1.3,1.5,0
Ecuador,2020-04-18,nowcast,1.4,1.3,1.6,1.3,1.5,0
Ecuador,2020-04-19,nowcast,1.4,1.2,1.6,1.3,1.5,0
Ecuador,2020-04-20,nowcast,1.4,1.2,1.6,1.3,1.4,0
Ecuador,2020-04-21,nowcast,1.3,1.1,1.5,1.2,1.4,0
Ecuador,2020-04-22,nowcast,1.2,1.1,1.4,1.1,1.3,0.01
Ecuador,2020-04-23,nowcast,1.1,1,1.3,1,1.2,0.08
Ecuador,2020-04-24,nowcast,1,0.9,1.2,0.9,1,0.51
Ecuador,2020-04-25,nowcast,0.9,0.7,1,0.8,0.9,0.95
Ecuador,2020-04-26,nowcast,0.7,0.7,0.8,0.7,0.8,1
Ecuador,2020-04-27,nowcast,0.7,0.6,0.8,0.7,0.7,1
Ecuador,2020-04-28,nowcast,0.7,0.6,0.8,0.7,0.7,1
Ecuador,2020-04-29,nowcast,0.7,0.6,0.8,0.7,0.7,1
Ecuador,2020-04-30,nowcast,0.7,0.6,0.8,0.7,0.7,1
Ecuador,2020-05-01,nowcast,0.7,0.6,0.8,0.7,0.7,1
Ecuador,2020-05-02,nowcast,0.7,0.6,0.7,0.6,0.7,1
Ecuador,2020-05-03,nowcast,0.6,0.5,0.7,0.6,0.7,1
Ecuador,2020-05-04,nowcast,0.6,0.5,0.7,0.6,0.7,1
Ecuador,2020-05-05,nowcast,0.7,0.6,0.8,0.6,0.7,1
Ecuador,2020-05-06,nowcast,0.7,0.6,0.9,0.7,0.8,1
Ecuador,2020-05-07,nowcast,0.8,0.7,1,0.8,0.9,0.96
Ecuador,2020-05-08,nowcast,0.9,0.8,1.1,0.9,1,0.82
Ecuador,2020-05-09,nowcast,1,0.9,1.1,0.9,1,0.59
Ecuador,2020-05-10,nowcast,1,0.9,1.1,1,1.1,0.36
Ecuador,2020-05-11,nowcast,1,0.9,1.2,1,1.1,0.26
Ecuador,2020-05-12,nowcast,1,0.9,1.1,1,1.1,0.22
Ecuador,2020-05-13,nowcast,1,0.9,1.1,1,1.1,0.28
Ecuador,2020-05-14,nowcast,1,0.9,1.1,1,1,0.42
Ecuador,2020-05-15,nowcast,1,0.9,1.1,1,1,0.69
Ecuador,2020-05-16,nowcast,0.9,0.9,1,0.9,1,0.91
Ecuador,2020-05-17,nowcast,0.9,0.9,1,0.9,1,0.97
Ecuador,2020-05-18,nowcast,0.9,0.8,1,0.9,1,0.98
Ecuador,2020-05-19,nowcast,0.9,0.8,1,0.9,0.9,0.99
Ecuador,2020-05-20,nowcast,0.9,0.8,1,0.9,0.9,0.99
Ecuador,2020-05-21,nowcast,0.9,0.8,1,0.9,0.9,0.97
Ecuador,2020-05-22,nowcast,0.9,0.9,1,0.9,0.9,0.93
Ecuador,2020-05-23,nowcast,0.9,0.9,1,0.9,1,0.84
Ecuador,2020-05-24,nowcast,1,0.9,1.1,0.9,1,0.66
Ecuador,2020-05-25,nowcast,1,0.9,1.1,1,1.1,0.38
Ecuador,2020-05-26,nowcast,1.1,1,1.2,1,1.1,0.13
Ecuador,2020-05-27,nowcast,1.1,1,1.2,1.1,1.2,0.02
Ecuador,2020-05-28,nowcast,1.2,1.1,1.3,1.1,1.2,0
Ecuador,2020-05-29,forecast,1.2,1,1.3,1.1,1.2,0.02
Ecuador,2020-05-30,forecast,1.2,1,1.3,1.1,1.2,0.06
Ecuador,2020-05-31,forecast,1.2,1,1.4,1.1,1.2,0.08
Ecuador,2020-06-01,forecast,1.2,0.9,1.4,1.1,1.2,0.1
Ecuador,2020-06-02,forecast,1.2,0.9,1.4,1.1,1.3,0.13
Ecuador,2020-06-03,forecast,1.2,0.9,1.4,1.1,1.3,0.15
Ecuador,2020-06-04,forecast,1.2,0.9,1.5,1,1.3,0.18
Ecuador,2020-06-05,forecast,1.2,0.9,1.5,1,1.3,0.19
Ecuador,2020-06-06,forecast,1.2,0.9,1.5,1,1.3,0.19
Ecuador,2020-06-07,forecast,1.2,0.8,1.5,1,1.3,0.19
Ecuador,2020-06-08,forecast,1.2,0.8,1.5,1,1.3,0.2
Ecuador,2020-06-09,forecast,1.2,0.8,1.5,1,1.3,0.21
Ecuador,2020-06-10,forecast,1.2,0.8,1.5,1,1.3,0.23
Ecuador,2020-06-11,forecast,1.2,0.8,1.6,1,1.3,0.23
Egypt,2020-03-07,nowcast,1.5,1,1.9,1.3,1.6,0.05
Egypt,2020-03-08,nowcast,1.4,1,1.9,1.2,1.6,0.05
Egypt,2020-03-09,nowcast,1.4,1,1.8,1.2,1.6,0.05
Egypt,2020-03-10,nowcast,1.4,1,1.8,1.2,1.5,0.03
Egypt,2020-03-11,nowcast,1.4,1,1.8,1.2,1.5,0.02
Egypt,2020-03-12,nowcast,1.4,1.1,1.8,1.2,1.5,0.02
Egypt,2020-03-13,nowcast,1.4,1.1,1.8,1.3,1.5,0.02
Egypt,2020-03-14,nowcast,1.4,1.1,1.7,1.3,1.5,0.02
Egypt,2020-03-15,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
Egypt,2020-03-16,nowcast,1.3,1,1.6,1.2,1.4,0.03
Egypt,2020-03-17,nowcast,1.3,1,1.6,1.2,1.4,0.03
Egypt,2020-03-18,nowcast,1.3,1,1.6,1.2,1.4,0.03
Egypt,2020-03-19,nowcast,1.3,1,1.5,1.2,1.4,0.03
Egypt,2020-03-20,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
Egypt,2020-03-21,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
Egypt,2020-03-22,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
Egypt,2020-03-23,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Egypt,2020-03-24,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Egypt,2020-03-25,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Egypt,2020-03-26,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Egypt,2020-03-27,nowcast,1.3,1.2,1.6,1.3,1.4,0
Egypt,2020-03-28,nowcast,1.4,1.2,1.6,1.3,1.4,0
Egypt,2020-03-29,nowcast,1.4,1.2,1.6,1.3,1.4,0
Egypt,2020-03-30,nowcast,1.4,1.2,1.6,1.3,1.4,0
Egypt,2020-03-31,nowcast,1.4,1.2,1.5,1.3,1.4,0
Egypt,2020-04-01,nowcast,1.3,1.2,1.5,1.3,1.4,0
Egypt,2020-04-02,nowcast,1.3,1.1,1.5,1.2,1.4,0
Egypt,2020-04-03,nowcast,1.3,1.1,1.5,1.2,1.3,0
Egypt,2020-04-04,nowcast,1.2,1.1,1.4,1.2,1.3,0.01
Egypt,2020-04-05,nowcast,1.2,1,1.4,1.1,1.3,0.03
Egypt,2020-04-06,nowcast,1.2,1,1.3,1.1,1.2,0.05
Egypt,2020-04-07,nowcast,1.1,1,1.3,1.1,1.2,0.08
Egypt,2020-04-08,nowcast,1.1,1,1.3,1.1,1.2,0.09
Egypt,2020-04-09,nowcast,1.1,1,1.2,1.1,1.2,0.09
Egypt,2020-04-10,nowcast,1.1,1,1.2,1.1,1.1,0.07
Egypt,2020-04-11,nowcast,1.1,1,1.2,1.1,1.1,0.05
Egypt,2020-04-12,nowcast,1.1,1,1.2,1.1,1.2,0.04
Egypt,2020-04-13,nowcast,1.1,1,1.2,1.1,1.2,0.02
Egypt,2020-04-14,nowcast,1.1,1,1.2,1.1,1.2,0.02
Egypt,2020-04-15,nowcast,1.1,1,1.2,1.1,1.2,0.02
Egypt,2020-04-16,nowcast,1.1,1,1.3,1.1,1.2,0.02
Egypt,2020-04-17,nowcast,1.2,1,1.3,1.1,1.2,0.01
Egypt,2020-04-18,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-04-19,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-04-20,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-21,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-22,nowcast,1.2,1.1,1.3,1.2,1.3,0
Egypt,2020-04-23,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-24,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-25,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-26,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-27,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-04-28,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-04-29,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-04-30,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-05-01,nowcast,1.2,1.1,1.2,1.1,1.2,0
Egypt,2020-05-02,nowcast,1.2,1.1,1.2,1.1,1.2,0
Egypt,2020-05-03,nowcast,1.2,1.1,1.2,1.1,1.2,0
Egypt,2020-05-04,nowcast,1.1,1.1,1.2,1.1,1.2,0
Egypt,2020-05-05,nowcast,1.1,1.1,1.2,1.1,1.2,0
Egypt,2020-05-06,nowcast,1.1,1.1,1.2,1.1,1.2,0
Egypt,2020-05-07,nowcast,1.1,1.1,1.2,1.1,1.2,0.01
Egypt,2020-05-08,nowcast,1.1,1.1,1.2,1.1,1.2,0
Egypt,2020-05-09,nowcast,1.1,1.1,1.2,1.1,1.2,0
Egypt,2020-05-10,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-05-11,nowcast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-05-12,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-13,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-14,nowcast,1.2,1.2,1.3,1.2,1.3,0
Egypt,2020-05-15,nowcast,1.2,1.2,1.3,1.2,1.3,0
Egypt,2020-05-16,nowcast,1.2,1.2,1.3,1.2,1.3,0
Egypt,2020-05-17,nowcast,1.2,1.1,1.3,1.2,1.3,0
Egypt,2020-05-18,nowcast,1.2,1.1,1.3,1.2,1.3,0
Egypt,2020-05-19,nowcast,1.2,1.1,1.3,1.2,1.3,0
Egypt,2020-05-20,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-21,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-22,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-23,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-24,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-25,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-26,nowcast,1.2,1.1,1.3,1.2,1.2,0
Egypt,2020-05-27,nowcast,1.2,1.1,1.2,1.1,1.2,0
Egypt,2020-05-28,nowcast,1.2,1.1,1.2,1.1,1.2,0
Egypt,2020-05-29,forecast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-05-30,forecast,1.2,1.1,1.3,1.1,1.2,0
Egypt,2020-05-31,forecast,1.2,1.1,1.3,1.1,1.2,0.01
Egypt,2020-06-01,forecast,1.2,1.1,1.3,1.1,1.2,0.01
Egypt,2020-06-02,forecast,1.2,1,1.3,1.1,1.2,0.01
Egypt,2020-06-03,forecast,1.2,1,1.3,1.1,1.2,0.02
Egypt,2020-06-04,forecast,1.2,1,1.3,1.1,1.2,0.02
Egypt,2020-06-05,forecast,1.2,1,1.3,1.1,1.2,0.03
Egypt,2020-06-06,forecast,1.2,1,1.3,1.1,1.2,0.03
Egypt,2020-06-07,forecast,1.2,1,1.3,1.1,1.2,0.03
Egypt,2020-06-08,forecast,1.2,1,1.3,1.1,1.2,0.04
Egypt,2020-06-09,forecast,1.2,1,1.3,1.1,1.2,0.04
Egypt,2020-06-10,forecast,1.2,1,1.3,1.1,1.2,0.05
Egypt,2020-06-11,forecast,1.2,1,1.3,1.1,1.2,0.06
El Salvador,2020-03-29,nowcast,1.3,0.7,1.9,1,1.5,0.17
El Salvador,2020-03-30,nowcast,1.3,0.8,1.8,1.1,1.5,0.17
El Salvador,2020-03-31,nowcast,1.3,0.8,1.8,1.1,1.5,0.17
El Salvador,2020-04-01,nowcast,1.2,0.8,1.7,1,1.4,0.2
El Salvador,2020-04-02,nowcast,1.2,0.8,1.7,1,1.4,0.2
El Salvador,2020-04-03,nowcast,1.2,0.8,1.7,1,1.3,0.22
El Salvador,2020-04-04,nowcast,1.2,0.7,1.6,1,1.3,0.25
El Salvador,2020-04-05,nowcast,1.2,0.7,1.6,1,1.3,0.25
El Salvador,2020-04-06,nowcast,1.2,0.7,1.6,1,1.3,0.25
El Salvador,2020-04-07,nowcast,1.1,0.7,1.6,1,1.3,0.27
El Salvador,2020-04-08,nowcast,1.1,0.7,1.6,1,1.3,0.27
El Salvador,2020-04-09,nowcast,1.2,0.8,1.6,1,1.3,0.24
El Salvador,2020-04-10,nowcast,1.2,0.8,1.6,1,1.3,0.2
El Salvador,2020-04-11,nowcast,1.2,0.8,1.6,1,1.3,0.16
El Salvador,2020-04-12,nowcast,1.2,0.8,1.6,1,1.3,0.16
El Salvador,2020-04-13,nowcast,1.2,0.9,1.6,1.1,1.3,0.13
El Salvador,2020-04-14,nowcast,1.3,0.9,1.7,1.1,1.4,0.11
El Salvador,2020-04-15,nowcast,1.3,0.9,1.7,1.1,1.4,0.07
El Salvador,2020-04-16,nowcast,1.3,1,1.7,1.1,1.4,0.05
El Salvador,2020-04-17,nowcast,1.3,1,1.7,1.2,1.4,0.04
El Salvador,2020-04-18,nowcast,1.3,1,1.7,1.2,1.5,0.05
El Salvador,2020-04-19,nowcast,1.3,1,1.7,1.2,1.4,0.03
El Salvador,2020-04-20,nowcast,1.4,1,1.7,1.2,1.4,0.03
El Salvador,2020-04-21,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
El Salvador,2020-04-22,nowcast,1.4,1.1,1.7,1.2,1.5,0.02
El Salvador,2020-04-23,nowcast,1.4,1.1,1.7,1.2,1.5,0.01
El Salvador,2020-04-24,nowcast,1.4,1.1,1.7,1.2,1.4,0.02
El Salvador,2020-04-25,nowcast,1.3,1.1,1.6,1.2,1.5,0.02
El Salvador,2020-04-26,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
El Salvador,2020-04-27,nowcast,1.3,1.1,1.6,1.2,1.4,0.02
El Salvador,2020-04-28,nowcast,1.3,1.1,1.6,1.2,1.4,0.03
El Salvador,2020-04-29,nowcast,1.3,1.1,1.5,1.2,1.4,0.02
El Salvador,2020-04-30,nowcast,1.3,1,1.5,1.2,1.3,0.03
El Salvador,2020-05-01,nowcast,1.2,1,1.5,1.2,1.3,0.04
El Salvador,2020-05-02,nowcast,1.2,1,1.4,1.1,1.3,0.04
El Salvador,2020-05-03,nowcast,1.2,1,1.4,1.1,1.3,0.06
El Salvador,2020-05-04,nowcast,1.2,1,1.4,1.1,1.2,0.07
El Salvador,2020-05-05,nowcast,1.2,1,1.3,1.1,1.2,0.1
El Salvador,2020-05-06,nowcast,1.1,0.9,1.3,1.1,1.2,0.12
El Salvador,2020-05-07,nowcast,1.1,0.9,1.3,1,1.2,0.16
El Salvador,2020-05-08,nowcast,1.1,0.9,1.2,1,1.2,0.21
El Salvador,2020-05-09,nowcast,1.1,0.9,1.2,1,1.1,0.23
El Salvador,2020-05-10,nowcast,1.1,0.9,1.2,1,1.1,0.22
El Salvador,2020-05-11,nowcast,1.1,0.9,1.2,1,1.1,0.21
El Salvador,2020-05-12,nowcast,1.1,0.9,1.2,1,1.1,0.19
El Salvador,2020-05-13,nowcast,1.1,0.9,1.2,1,1.1,0.18
El Salvador,2020-05-14,nowcast,1.1,0.9,1.2,1,1.1,0.16
El Salvador,2020-05-15,nowcast,1.1,0.9,1.3,1,1.1,0.12
El Salvador,2020-05-16,nowcast,1.1,0.9,1.2,1,1.1,0.13
El Salvador,2020-05-17,nowcast,1.1,1,1.3,1,1.1,0.13
El Salvador,2020-05-18,nowcast,1.1,0.9,1.2,1,1.1,0.16
El Salvador,2020-05-19,nowcast,1.1,0.9,1.2,1,1.1,0.19
El Salvador,2020-05-20,nowcast,1.1,0.9,1.2,1,1.1,0.23
El Salvador,2020-05-21,nowcast,1.1,0.9,1.2,1,1.1,0.26
El Salvador,2020-05-22,nowcast,1,0.9,1.2,1,1.1,0.31
El Salvador,2020-05-23,nowcast,1,0.9,1.2,1,1.1,0.34
El Salvador,2020-05-24,nowcast,1,0.9,1.2,1,1.1,0.4
El Salvador,2020-05-25,nowcast,1,0.9,1.1,1,1.1,0.44
El Salvador,2020-05-26,nowcast,1,0.9,1.1,1,1.1,0.49
